GEOID,NAME,P01
19055,"Delaware County, Iowa",17764
19057,"Des Moines County, Iowa",40325
19059,"Dickinson County, Iowa",16667
19061,"Dubuque County, Iowa",93653
19063,"Emmet County, Iowa",10302
19065,"Fayette County, Iowa",20880
19067,"Floyd County, Iowa",16303
19069,"Franklin County, Iowa",10680
19071,"Fremont County, Iowa",7441
19073,"Greene County, Iowa",9336
19075,"Grundy County, Iowa",12453
19077,"Guthrie County, Iowa",10954
19079,"Hamilton County, Iowa",15673
19081,"Hancock County, Iowa",11341
19083,"Hardin County, Iowa",17534
19085,"Harrison County, Iowa",14928
19087,"Henry County, Iowa",20145
19089,"Howard County, Iowa",9566
19091,"Humboldt County, Iowa",9815
19093,"Ida County, Iowa",7089
19095,"Iowa County, Iowa",16355
19097,"Jackson County, Iowa",19848
19099,"Jasper County, Iowa",36842
19101,"Jefferson County, Iowa",16843
19103,"Johnson County, Iowa",130882
19105,"Jones County, Iowa",20638
19107,"Keokuk County, Iowa",10511
19109,"Kossuth County, Iowa",15543
19111,"Lee County, Iowa",35862
19113,"Linn County, Iowa",211226
19115,"Louisa County, Iowa",11387
19117,"Lucas County, Iowa",8898
19119,"Lyon County, Iowa",11581
19121,"Madison County, Iowa",15679
19123,"Mahaska County, Iowa",22381
19125,"Marion County, Iowa",33309
19127,"Marshall County, Iowa",40648
19129,"Mills County, Iowa",15059
19131,"Mitchell County, Iowa",10776
19133,"Monona County, Iowa",9243
19135,"Monroe County, Iowa",7970
19137,"Montgomery County, Iowa",10740
19139,"Muscatine County, Iowa",42745
19141,"O'Brien County, Iowa",14398
19143,"Osceola County, Iowa",6462
19145,"Page County, Iowa",15932
19147,"Palo Alto County, Iowa",9421
19149,"Plymouth County, Iowa",24986
19151,"Pocahontas County, Iowa",7310
19153,"Polk County, Iowa",430640
19155,"Pottawattamie County, Iowa",93158
19157,"Poweshiek County, Iowa",18914
19159,"Ringgold County, Iowa",5131
19161,"Sac County, Iowa",10350
19163,"Scott County, Iowa",165224
19165,"Shelby County, Iowa",12167
19167,"Sioux County, Iowa",33704
19169,"Story County, Iowa",89542
19171,"Tama County, Iowa",17767
19173,"Taylor County, Iowa",6317
19175,"Union County, Iowa",12534
19177,"Van Buren County, Iowa",7570
19179,"Wapello County, Iowa",35625
19181,"Warren County, Iowa",46225
19183,"Washington County, Iowa",21704
19185,"Wayne County, Iowa",6403
19187,"Webster County, Iowa",38013
19189,"Winnebago County, Iowa",10866
19191,"Winneshiek County, Iowa",21056
19193,"Woodbury County, Iowa",102172
19195,"Worth County, Iowa",7598
19197,"Wright County, Iowa",13229
20001,"Allen County, Kansas",13371
20003,"Anderson County, Kansas",8102
20005,"Atchison County, Kansas",16924
20007,"Barber County, Kansas",4861
20009,"Barton County, Kansas",27674
20011,"Bourbon County, Kansas",15173
20013,"Brown County, Kansas",9984
20015,"Butler County, Kansas",65880
20017,"Chase County, Kansas",2790
20019,"Chautauqua County, Kansas",3669
20021,"Cherokee County, Kansas",21603
20023,"Cheyenne County, Kansas",2726
20025,"Clark County, Kansas",2215
20027,"Clay County, Kansas",8535
20029,"Cloud County, Kansas",9533
20031,"Coffey County, Kansas",8601
20033,"Comanche County, Kansas",1891
20035,"Cowley County, Kansas",36311
20037,"Crawford County, Kansas",39134
20039,"Decatur County, Kansas",2961
20041,"Dickinson County, Kansas",19754
20043,"Doniphan County, Kansas",7945
20045,"Douglas County, Kansas",110826
20047,"Edwards County, Kansas",3037
20049,"Elk County, Kansas",2882
20051,"Ellis County, Kansas",28452
20053,"Ellsworth County, Kansas",6497
20055,"Finney County, Kansas",36776
20057,"Ford County, Kansas",33848
20059,"Franklin County, Kansas",25992
20061,"Geary County, Kansas",34362
20063,"Gove County, Kansas",2695
20065,"Graham County, Kansas",2597
20067,"Grant County, Kansas",7829
20069,"Gray County, Kansas",6006
20071,"Greeley County, Kansas",1247
20073,"Greenwood County, Kansas",6689
20075,"Hamilton County, Kansas",2690
20077,"Harper County, Kansas",6034
20079,"Harvey County, Kansas",34684
20081,"Haskell County, Kansas",4256
20083,"Hodgeman County, Kansas",1916
20085,"Jackson County, Kansas",13462
20087,"Jefferson County, Kansas",19126
20089,"Jewell County, Kansas",3077
20091,"Johnson County, Kansas",544179
20093,"Kearny County, Kansas",3977
20095,"Kingman County, Kansas",7858
20097,"Kiowa County, Kansas",2553
20099,"Labette County, Kansas",21607
20101,"Lane County, Kansas",1750
20103,"Leavenworth County, Kansas",76227
20105,"Lincoln County, Kansas",3241
20107,"Linn County, Kansas",9656
20109,"Logan County, Kansas",2756
20111,"Lyon County, Kansas",33690
20113,"McPherson County, Kansas",29180
20115,"Marion County, Kansas",12660
20117,"Marshall County, Kansas",10117
20119,"Meade County, Kansas",4575
20121,"Miami County, Kansas",32787
20123,"Mitchell County, Kansas",6373
20125,"Montgomery County, Kansas",35471
20127,"Morris County, Kansas",5923
20129,"Morton County, Kansas",3233
20131,"Nemaha County, Kansas",10178
20133,"Neosho County, Kansas",16512
20135,"Ness County, Kansas",3107
20137,"Norton County, Kansas",5671
20139,"Osage County, Kansas",16295
20141,"Osborne County, Kansas",3858
20143,"Ottawa County, Kansas",6091
20145,"Pawnee County, Kansas",6973
20147,"Phillips County, Kansas",5642
20149,"Pottawatomie County, Kansas",21604
20151,"Pratt County, Kansas",9656
20153,"Rawlins County, Kansas",2519
20155,"Reno County, Kansas",64511
20157,"Republic County, Kansas",4980
20159,"Rice County, Kansas",10083
20161,"Riley County, Kansas",71115
20163,"Rooks County, Kansas",5181
20165,"Rush County, Kansas",3307
20167,"Russell County, Kansas",6970
20169,"Saline County, Kansas",55606
20171,"Scott County, Kansas",4936
20173,"Sedgwick County, Kansas",498365
20175,"Seward County, Kansas",22952
20177,"Shawnee County, Kansas",177934
20179,"Sheridan County, Kansas",2556
20181,"Sherman County, Kansas",6010
20183,"Smith County, Kansas",3853
20185,"Stafford County, Kansas",4437
20187,"Stanton County, Kansas",2235
20189,"Stevens County, Kansas",5724
20191,"Sumner County, Kansas",24132
20193,"Thomas County, Kansas",7900
20195,"Trego County, Kansas",3001
20197,"Wabaunsee County, Kansas",7053
20199,"Wallace County, Kansas",1485
20201,"Washington County, Kansas",5799
20203,"Wichita County, Kansas",2234
20205,"Wilson County, Kansas",9409
20207,"Woodson County, Kansas",3309
20209,"Wyandotte County, Kansas",157505
21001,"Adair County, Kentucky",18656
21003,"Allen County, Kentucky",19956
21005,"Anderson County, Kentucky",21421
21007,"Ballard County, Kentucky",8249
21009,"Barren County, Kentucky",42173
21011,"Bath County, Kentucky",11591
21013,"Bell County, Kentucky",28691
21015,"Boone County, Kentucky",118811
21017,"Bourbon County, Kentucky",19985
21019,"Boyd County, Kentucky",49542
21021,"Boyle County, Kentucky",28432
21023,"Bracken County, Kentucky",8488
21025,"Breathitt County, Kentucky",13878
21027,"Breckinridge County, Kentucky",20059
21029,"Bullitt County, Kentucky",74319
21031,"Butler County, Kentucky",12690
21033,"Caldwell County, Kentucky",12984
21035,"Calloway County, Kentucky",37191
21037,"Campbell County, Kentucky",90336
21039,"Carlisle County, Kentucky",5104
21041,"Carroll County, Kentucky",10811
21043,"Carter County, Kentucky",27720
21045,"Casey County, Kentucky",15955
21047,"Christian County, Kentucky",73955
21049,"Clark County, Kentucky",35613
21051,"Clay County, Kentucky",21730
21053,"Clinton County, Kentucky",10272
21055,"Crittenden County, Kentucky",9315
21057,"Cumberland County, Kentucky",6856
21059,"Daviess County, Kentucky",96656
21061,"Edmonson County, Kentucky",12161
21063,"Elliott County, Kentucky",7852
21065,"Estill County, Kentucky",14672
21067,"Fayette County, Kentucky",295803
21069,"Fleming County, Kentucky",14348
21071,"Floyd County, Kentucky",39451
21073,"Franklin County, Kentucky",49285
21075,"Fulton County, Kentucky",6813
21077,"Gallatin County, Kentucky",8589
21079,"Garrard County, Kentucky",16912
21081,"Grant County, Kentucky",24662
21083,"Graves County, Kentucky",37121
21085,"Grayson County, Kentucky",25746
21087,"Green County, Kentucky",11258
21089,"Greenup County, Kentucky",36910
21091,"Hancock County, Kentucky",8565
21093,"Hardin County, Kentucky",105543
21095,"Harlan County, Kentucky",29278
21097,"Harrison County, Kentucky",18846
21099,"Hart County, Kentucky",18199
21101,"Henderson County, Kentucky",46250
21103,"Henry County, Kentucky",15416
21105,"Hickman County, Kentucky",4902
21107,"Hopkins County, Kentucky",46920
21109,"Jackson County, Kentucky",13494
21111,"Jefferson County, Kentucky",741096
21113,"Jessamine County, Kentucky",48586
21115,"Johnson County, Kentucky",23356
21117,"Kenton County, Kentucky",159720
21119,"Knott County, Kentucky",16346
21121,"Knox County, Kentucky",31883
21123,"Larue County, Kentucky",14193
21125,"Laurel County, Kentucky",58849
21127,"Lawrence County, Kentucky",15860
21129,"Lee County, Kentucky",7887
21131,"Leslie County, Kentucky",11310
21133,"Letcher County, Kentucky",24519
21135,"Lewis County, Kentucky",13870
21137,"Lincoln County, Kentucky",24742
21139,"Livingston County, Kentucky",9519
21141,"Logan County, Kentucky",26835
21143,"Lyon County, Kentucky",8314
21145,"McCracken County, Kentucky",65565
21147,"McCreary County, Kentucky",18306
21149,"McLean County, Kentucky",9531
21151,"Madison County, Kentucky",82916
21153,"Magoffin County, Kentucky",13333
21155,"Marion County, Kentucky",19820
21157,"Marshall County, Kentucky",31448
21159,"Martin County, Kentucky",12929
21161,"Mason County, Kentucky",17490
21163,"Meade County, Kentucky",28602
21165,"Menifee County, Kentucky",6306
21167,"Mercer County, Kentucky",21331
21169,"Metcalfe County, Kentucky",10099
21171,"Monroe County, Kentucky",10963
21173,"Montgomery County, Kentucky",26499
21175,"Morgan County, Kentucky",13923
21177,"Muhlenberg County, Kentucky",31499
21179,"Nelson County, Kentucky",43437
21181,"Nicholas County, Kentucky",7135
21183,"Ohio County, Kentucky",23842
21185,"Oldham County, Kentucky",60316
21187,"Owen County, Kentucky",10841
21189,"Owsley County, Kentucky",4755
21191,"Pendleton County, Kentucky",14877
21193,"Perry County, Kentucky",28712
21195,"Pike County, Kentucky",65024
21197,"Powell County, Kentucky",12613
21199,"Pulaski County, Kentucky",63063
21201,"Robertson County, Kentucky",2282
21203,"Rockcastle County, Kentucky",17056
21205,"Rowan County, Kentucky",23333
21207,"Russell County, Kentucky",17565
21209,"Scott County, Kentucky",47173
21211,"Shelby County, Kentucky",42074
21213,"Simpson County, Kentucky",17327
21215,"Spencer County, Kentucky",17061
21217,"Taylor County, Kentucky",24512
21219,"Todd County, Kentucky",12460
21221,"Trigg County, Kentucky",14339
21223,"Trimble County, Kentucky",8809
21225,"Union County, Kentucky",15007
21227,"Warren County, Kentucky",113792
21229,"Washington County, Kentucky",11717
21231,"Wayne County, Kentucky",20813
21233,"Webster County, Kentucky",13621
21235,"Whitley County, Kentucky",35637
21237,"Wolfe County, Kentucky",7355
21239,"Woodford County, Kentucky",24939
22001,"Acadia Parish, Louisiana",61773
22003,"Allen Parish, Louisiana",25764
22005,"Ascension Parish, Louisiana",107215
22007,"Assumption Parish, Louisiana",23421
22009,"Avoyelles Parish, Louisiana",42073
22011,"Beauregard Parish, Louisiana",35654
22013,"Bienville Parish, Louisiana",14353
22015,"Bossier Parish, Louisiana",116979
22017,"Caddo Parish, Louisiana",254969
22019,"Calcasieu Parish, Louisiana",192768
22021,"Caldwell Parish, Louisiana",10132
22023,"Cameron Parish, Louisiana",6839
22025,"Catahoula Parish, Louisiana",10407
22027,"Claiborne Parish, Louisiana",17195
22029,"Concordia Parish, Louisiana",20822
22031,"De Soto Parish, Louisiana",26656
22033,"East Baton Rouge Parish, Louisiana",440171
22035,"East Carroll Parish, Louisiana",7759
22037,"East Feliciana Parish, Louisiana",20267
22039,"Evangeline Parish, Louisiana",33984
22041,"Franklin Parish, Louisiana",20767
22043,"Grant Parish, Louisiana",22309
22045,"Iberia Parish, Louisiana",73240
22047,"Iberville Parish, Louisiana",33387
22049,"Jackson Parish, Louisiana",16274
22051,"Jefferson Parish, Louisiana",432552
22053,"Jefferson Davis Parish, Louisiana",31594
22055,"Lafayette Parish, Louisiana",221578
22057,"Lafourche Parish, Louisiana",96318
22059,"La Salle Parish, Louisiana",14890
22061,"Lincoln Parish, Louisiana",46735
22063,"Livingston Parish, Louisiana",128026
22065,"Madison Parish, Louisiana",12093
22067,"Morehouse Parish, Louisiana",27979
22069,"Natchitoches Parish, Louisiana",39566
22071,"Orleans Parish, Louisiana",343829
22073,"Ouachita Parish, Louisiana",153720
22075,"Plaquemines Parish, Louisiana",23042
22077,"Pointe Coupee Parish, Louisiana",22802
22079,"Rapides Parish, Louisiana",131613
22081,"Red River Parish, Louisiana",9091
22083,"Richland Parish, Louisiana",20725
22085,"Sabine Parish, Louisiana",24233
22087,"St. Bernard Parish, Louisiana",35897
22089,"St. Charles Parish, Louisiana",52780
22091,"St. Helena Parish, Louisiana",11203
22093,"St. James Parish, Louisiana",22102
22095,"St. John the Baptist Parish, Louisiana",45924
22097,"St. Landry Parish, Louisiana",83384
22099,"St. Martin Parish, Louisiana",52160
22101,"St. Mary Parish, Louisiana",54650
22103,"St. Tammany Parish, Louisiana",233740
22105,"Tangipahoa Parish, Louisiana",121097
22107,"Tensas Parish, Louisiana",5252
22109,"Terrebonne Parish, Louisiana",111860
22111,"Union Parish, Louisiana",22721
22113,"Vermilion Parish, Louisiana",57999
22115,"Vernon Parish, Louisiana",52334
22117,"Washington Parish, Louisiana",47168
22119,"Webster Parish, Louisiana",41207
22121,"West Baton Rouge Parish, Louisiana",23788
22123,"West Carroll Parish, Louisiana",11604
22125,"West Feliciana Parish, Louisiana",15625
22127,"Winn Parish, Louisiana",15313
23001,"Androscoggin County, Maine",107702
23003,"Aroostook County, Maine",71870
23005,"Cumberland County, Maine",281674
23007,"Franklin County, Maine",30768
23009,"Hancock County, Maine",54418
23011,"Kennebec County, Maine",122151
23013,"Knox County, Maine",39736
23015,"Lincoln County, Maine",34457
23017,"Oxford County, Maine",57833
23019,"Penobscot County, Maine",153923
23021,"Piscataquis County, Maine",17535
23023,"Sagadahoc County, Maine",35293
23025,"Somerset County, Maine",52228
23027,"Waldo County, Maine",38786
23029,"Washington County, Maine",32856
23031,"York County, Maine",197131
24001,"Allegany County, Maryland",75087
24003,"Anne Arundel County, Maryland",537656
24005,"Baltimore County, Maryland",804990
24009,"Calvert County, Maryland",88737
24011,"Caroline County, Maryland",33066
24013,"Carroll County, Maryland",167134
24015,"Cecil County, Maryland",101108
24017,"Charles County, Maryland",146551
24019,"Dorchester County, Maryland",32618
24021,"Frederick County, Maryland",233385
24023,"Garrett County, Maryland",30097
24025,"Harford County, Maryland",244826
24027,"Howard County, Maryland",287085
24029,"Kent County, Maryland",20197
24031,"Montgomery County, Maryland",971777
24033,"Prince George's County, Maryland",863420
24035,"Queen Anne's County, Maryland",47798
24037,"St. Mary's County, Maryland",105151
24039,"Somerset County, Maryland",26470
24041,"Talbot County, Maryland",37782
24043,"Washington County, Maryland",147430
24045,"Wicomico County, Maryland",98733
24047,"Worcester County, Maryland",51454
24510,"Baltimore city, Maryland",621074
25001,"Barnstable County, Massachusetts",215888
25003,"Berkshire County, Massachusetts",131219
25005,"Bristol County, Massachusetts",548285
25007,"Dukes County, Massachusetts",16535
25009,"Essex County, Massachusetts",743159
25011,"Franklin County, Massachusetts",71372
25013,"Hampden County, Massachusetts",463490
25015,"Hampshire County, Massachusetts",158080
25017,"Middlesex County, Massachusetts",1503085
25019,"Nantucket County, Massachusetts",10172
25021,"Norfolk County, Massachusetts",670784
25023,"Plymouth County, Massachusetts",494919
25025,"Suffolk County, Massachusetts",722089
25027,"Worcester County, Massachusetts",798552
26001,"Alcona County, Michigan",10942
26003,"Alger County, Michigan",9601
26005,"Allegan County, Michigan",111408
26007,"Alpena County, Michigan",29598
26009,"Antrim County, Michigan",23580
26011,"Arenac County, Michigan",15899
26013,"Baraga County, Michigan",8860
26015,"Barry County, Michigan",59173
26017,"Bay County, Michigan",107771
26019,"Benzie County, Michigan",17525
26021,"Berrien County, Michigan",156813
26023,"Branch County, Michigan",45248
26025,"Calhoun County, Michigan",136146
26027,"Cass County, Michigan",52293
26029,"Charlevoix County, Michigan",25949
26031,"Cheboygan County, Michigan",26152
26033,"Chippewa County, Michigan",38520
26035,"Clare County, Michigan",30926
26037,"Clinton County, Michigan",75382
26039,"Crawford County, Michigan",14074
26041,"Delta County, Michigan",37069
26043,"Dickinson County, Michigan",26168
26045,"Eaton County, Michigan",107759
26047,"Emmet County, Michigan",32694
26049,"Genesee County, Michigan",425790
26051,"Gladwin County, Michigan",25692
26053,"Gogebic County, Michigan",16427
26055,"Grand Traverse County, Michigan",86986
26057,"Gratiot County, Michigan",42476
26059,"Hillsdale County, Michigan",46688
26061,"Houghton County, Michigan",36628
26063,"Huron County, Michigan",33118
26065,"Ingham County, Michigan",280895
26067,"Ionia County, Michigan",63905
26069,"Iosco County, Michigan",25887
26071,"Iron County, Michigan",11817
26073,"Isabella County, Michigan",70311
26075,"Jackson County, Michigan",160248
26077,"Kalamazoo County, Michigan",250331
26079,"Kalkaska County, Michigan",17153
26081,"Kent County, Michigan",602622
26083,"Keweenaw County, Michigan",2156
26085,"Lake County, Michigan",11539
26087,"Lapeer County, Michigan",88319
26089,"Leelanau County, Michigan",21708
26091,"Lenawee County, Michigan",99892
26093,"Livingston County, Michigan",180967
26095,"Luce County, Michigan",6631
26097,"Mackinac County, Michigan",11113
26099,"Macomb County, Michigan",840978
26101,"Manistee County, Michigan",24733
26103,"Marquette County, Michigan",67077
26105,"Mason County, Michigan",28705
26107,"Mecosta County, Michigan",42798
26109,"Menominee County, Michigan",24029
26111,"Midland County, Michigan",83629
26113,"Missaukee County, Michigan",14849
26115,"Monroe County, Michigan",152021
26117,"Montcalm County, Michigan",63342
26119,"Montmorency County, Michigan",9765
26121,"Muskegon County, Michigan",172188
26123,"Newaygo County, Michigan",48460
26125,"Oakland County, Michigan",1202362
26127,"Oceana County, Michigan",26570
26129,"Ogemaw County, Michigan",21699
26131,"Ontonagon County, Michigan",6780
26133,"Osceola County, Michigan",23528
26135,"Oscoda County, Michigan",8640
26137,"Otsego County, Michigan",24164
26139,"Ottawa County, Michigan",263801
26141,"Presque Isle County, Michigan",13376
26143,"Roscommon County, Michigan",24449
26145,"Saginaw County, Michigan",200169
26147,"St. Clair County, Michigan",163040
26149,"St. Joseph County, Michigan",61295
26151,"Sanilac County, Michigan",43114
26153,"Schoolcraft County, Michigan",8485
26155,"Shiawassee County, Michigan",70648
26157,"Tuscola County, Michigan",55729
26159,"Van Buren County, Michigan",76258
26161,"Washtenaw County, Michigan",344791
26163,"Wayne County, Michigan",1820650
26165,"Wexford County, Michigan",32735
27001,"Aitkin County, Minnesota",16202
27003,"Anoka County, Minnesota",330844
27005,"Becker County, Minnesota",32504
27007,"Beltrami County, Minnesota",44442
27009,"Benton County, Minnesota",38451
27011,"Big Stone County, Minnesota",5269
27013,"Blue Earth County, Minnesota",64013
27015,"Brown County, Minnesota",25893
27017,"Carlton County, Minnesota",35386
27019,"Carver County, Minnesota",91042
27021,"Cass County, Minnesota",28567
27023,"Chippewa County, Minnesota",12441
27025,"Chisago County, Minnesota",53887
27027,"Clay County, Minnesota",58999
27029,"Clearwater County, Minnesota",8695
27031,"Cook County, Minnesota",5176
27033,"Cottonwood County, Minnesota",11687
27035,"Crow Wing County, Minnesota",62500
27037,"Dakota County, Minnesota",398552
27039,"Dodge County, Minnesota",20087
27041,"Douglas County, Minnesota",36009
27043,"Faribault County, Minnesota",14553
27045,"Fillmore County, Minnesota",20866
27047,"Freeborn County, Minnesota",31255
27049,"Goodhue County, Minnesota",46183
27051,"Grant County, Minnesota",6018
27053,"Hennepin County, Minnesota",1152425
27055,"Houston County, Minnesota",19027
27057,"Hubbard County, Minnesota",20428
27059,"Isanti County, Minnesota",37816
27061,"Itasca County, Minnesota",45058
27063,"Jackson County, Minnesota",10266
27065,"Kanabec County, Minnesota",16239
27067,"Kandiyohi County, Minnesota",42239
27069,"Kittson County, Minnesota",4552
27071,"Koochiching County, Minnesota",13311
27073,"Lac qui Parle County, Minnesota",7259
27075,"Lake County, Minnesota",10866
27077,"Lake of the Woods County, Minnesota",4045
27079,"Le Sueur County, Minnesota",27703
27081,"Lincoln County, Minnesota",5896
27083,"Lyon County, Minnesota",25857
27085,"McLeod County, Minnesota",36651
27087,"Mahnomen County, Minnesota",5413
27089,"Marshall County, Minnesota",9439
27091,"Martin County, Minnesota",20840
27093,"Meeker County, Minnesota",23300
27095,"Mille Lacs County, Minnesota",26097
27097,"Morrison County, Minnesota",33198
27099,"Mower County, Minnesota",39163
27101,"Murray County, Minnesota",8725
27103,"Nicollet County, Minnesota",32727
27105,"Nobles County, Minnesota",21378
27107,"Norman County, Minnesota",6852
27109,"Olmsted County, Minnesota",144248
27111,"Otter Tail County, Minnesota",57303
27113,"Pennington County, Minnesota",13930
27115,"Pine County, Minnesota",29750
27117,"Pipestone County, Minnesota",9596
27119,"Polk County, Minnesota",31600
27121,"Pope County, Minnesota",10995
27123,"Ramsey County, Minnesota",508640
27125,"Red Lake County, Minnesota",4089
27127,"Redwood County, Minnesota",16059
27129,"Renville County, Minnesota",15730
27131,"Rice County, Minnesota",64142
27133,"Rock County, Minnesota",9687
27135,"Roseau County, Minnesota",15629
27137,"St. Louis County, Minnesota",200226
27139,"Scott County, Minnesota",129928
27141,"Sherburne County, Minnesota",88499
27143,"Sibley County, Minnesota",15226
27145,"Stearns County, Minnesota",150642
27147,"Steele County, Minnesota",36576
27149,"Stevens County, Minnesota",9726
27151,"Swift County, Minnesota",9783
27153,"Todd County, Minnesota",24895
27155,"Traverse County, Minnesota",3558
27157,"Wabasha County, Minnesota",21676
27159,"Wadena County, Minnesota",13843
27161,"Waseca County, Minnesota",19136
27163,"Washington County, Minnesota",238136
27165,"Watonwan County, Minnesota",11211
27167,"Wilkin County, Minnesota",6576
27169,"Winona County, Minnesota",51461
27171,"Wright County, Minnesota",124700
27173,"Yellow Medicine County, Minnesota",10438
28001,"Adams County, Mississippi",32297
28003,"Alcorn County, Mississippi",37057
28005,"Amite County, Mississippi",13131
28007,"Attala County, Mississippi",19564
28009,"Benton County, Mississippi",8729
28011,"Bolivar County, Mississippi",34145
28013,"Calhoun County, Mississippi",14962
28015,"Carroll County, Mississippi",10597
28017,"Chickasaw County, Mississippi",17392
28019,"Choctaw County, Mississippi",8547
28021,"Claiborne County, Mississippi",9604
28023,"Clarke County, Mississippi",16732
28025,"Clay County, Mississippi",20634
28027,"Coahoma County, Mississippi",26151
28029,"Copiah County, Mississippi",29449
28031,"Covington County, Mississippi",19568
28033,"DeSoto County, Mississippi",161252
28035,"Forrest County, Mississippi",74934
28037,"Franklin County, Mississippi",8118
28039,"George County, Mississippi",22578
28041,"Greene County, Mississippi",14400
28043,"Grenada County, Mississippi",21906
28045,"Hancock County, Mississippi",43929
28047,"Harrison County, Mississippi",187105
28049,"Hinds County, Mississippi",245285
28051,"Holmes County, Mississippi",19198
28053,"Humphreys County, Mississippi",9375
28055,"Issaquena County, Mississippi",1406
28057,"Itawamba County, Mississippi",23401
28059,"Jackson County, Mississippi",139668
28061,"Jasper County, Mississippi",17062
28063,"Jefferson County, Mississippi",7726
28065,"Jefferson Davis County, Mississippi",12487
28067,"Jones County, Mississippi",67761
28069,"Kemper County, Mississippi",10456
28071,"Lafayette County, Mississippi",47351
28073,"Lamar County, Mississippi",55658
28075,"Lauderdale County, Mississippi",80261
28077,"Lawrence County, Mississippi",12929
28079,"Leake County, Mississippi",23805
28081,"Lee County, Mississippi",82910
28083,"Leflore County, Mississippi",32317
28085,"Lincoln County, Mississippi",34869
28087,"Lowndes County, Mississippi",59779
28089,"Madison County, Mississippi",95203
28091,"Marion County, Mississippi",27088
28093,"Marshall County, Mississippi",37144
28095,"Monroe County, Mississippi",36989
28097,"Montgomery County, Mississippi",10925
28099,"Neshoba County, Mississippi",29676
28101,"Newton County, Mississippi",21720
28103,"Noxubee County, Mississippi",11545
28105,"Oktibbeha County, Mississippi",47671
28107,"Panola County, Mississippi",34707
28109,"Pearl River County, Mississippi",55834
28111,"Perry County, Mississippi",12250
28113,"Pike County, Mississippi",40404
28115,"Pontotoc County, Mississippi",29957
28117,"Prentiss County, Mississippi",25276
28119,"Quitman County, Mississippi",8223
28121,"Rankin County, Mississippi",141617
28123,"Scott County, Mississippi",28264
28125,"Sharkey County, Mississippi",4916
28127,"Simpson County, Mississippi",27503
28129,"Smith County, Mississippi",16491
28131,"Stone County, Mississippi",17786
28133,"Sunflower County, Mississippi",29450
28135,"Tallahatchie County, Mississippi",15378
28137,"Tate County, Mississippi",28886
28139,"Tippah County, Mississippi",22232
28141,"Tishomingo County, Mississippi",19593
28143,"Tunica County, Mississippi",10778
28145,"Union County, Mississippi",27134
28147,"Walthall County, Mississippi",15443
28149,"Warren County, Mississippi",48773
28151,"Washington County, Mississippi",51137
28153,"Wayne County, Mississippi",20747
28155,"Webster County, Mississippi",10253
28157,"Wilkinson County, Mississippi",9878
28159,"Winston County, Mississippi",19198
28161,"Yalobusha County, Mississippi",12678
28163,"Yazoo County, Mississippi",28065
29001,"Adair County, Missouri",25607
29003,"Andrew County, Missouri",17291
29005,"Atchison County, Missouri",5685
29007,"Audrain County, Missouri",25529
29009,"Barry County, Missouri",35597
29011,"Barton County, Missouri",12402
29013,"Bates County, Missouri",17049
29015,"Benton County, Missouri",19056
29017,"Bollinger County, Missouri",12363
29019,"Boone County, Missouri",162642
29021,"Buchanan County, Missouri",89201
29023,"Butler County, Missouri",42794
29025,"Caldwell County, Missouri",9424
29027,"Callaway County, Missouri",44332
29029,"Camden County, Missouri",44002
29031,"Cape Girardeau County, Missouri",75674
29033,"Carroll County, Missouri",9295
29035,"Carter County, Missouri",6265
29037,"Cass County, Missouri",99478
29039,"Cedar County, Missouri",13982
29041,"Chariton County, Missouri",7831
29043,"Christian County, Missouri",77422
29045,"Clark County, Missouri",7139
29047,"Clay County, Missouri",221939
29049,"Clinton County, Missouri",20743
29051,"Cole County, Missouri",75990
29053,"Cooper County, Missouri",17601
29055,"Crawford County, Missouri",24696
29057,"Dade County, Missouri",7883
29059,"Dallas County, Missouri",16777
29061,"Daviess County, Missouri",8433
29063,"DeKalb County, Missouri",12892
29065,"Dent County, Missouri",15657
29067,"Douglas County, Missouri",13684
29069,"Dunklin County, Missouri",31953
29071,"Franklin County, Missouri",101492
29073,"Gasconade County, Missouri",15222
29075,"Gentry County, Missouri",6738
29077,"Greene County, Missouri",275174
29079,"Grundy County, Missouri",10261
29081,"Harrison County, Missouri",8957
29083,"Henry County, Missouri",22272
29085,"Hickory County, Missouri",9627
29087,"Holt County, Missouri",4912
29089,"Howard County, Missouri",10144
29091,"Howell County, Missouri",40400
29093,"Iron County, Missouri",10630
29095,"Jackson County, Missouri",674158
29097,"Jasper County, Missouri",117404
29099,"Jefferson County, Missouri",218733
29101,"Johnson County, Missouri",52595
29103,"Knox County, Missouri",4131
29105,"Laclede County, Missouri",35571
29107,"Lafayette County, Missouri",33381
29109,"Lawrence County, Missouri",38634
29111,"Lewis County, Missouri",10211
29113,"Lincoln County, Missouri",52566
29115,"Linn County, Missouri",12761
29117,"Livingston County, Missouri",15195
29119,"McDonald County, Missouri",23083
29121,"Macon County, Missouri",15566
29123,"Madison County, Missouri",12226
29125,"Maries County, Missouri",9176
29127,"Marion County, Missouri",28781
29129,"Mercer County, Missouri",3785
29131,"Miller County, Missouri",24748
29133,"Mississippi County, Missouri",14358
29135,"Moniteau County, Missouri",15607
29137,"Monroe County, Missouri",8840
29139,"Montgomery County, Missouri",12236
29141,"Morgan County, Missouri",20565
29143,"New Madrid County, Missouri",18956
29145,"Newton County, Missouri",58114
29147,"Nodaway County, Missouri",23370
29149,"Oregon County, Missouri",10881
